"","Genus_Species","Common Name","Genus","Species","Tribe","Subfamily","Family","n","ows"
"1302","Archips semiferanus","Oak Leafroller Moth","Archips","semiferanus","Archipini","Tortricinae","Tortricidae",1,NA
"1303","Archips strianus","Striated Tortrix Moth","Archips","strianus","Archipini","Tortricinae","Tortricidae",1,NA
"1304","Archips tsuganus",NA,"Archips","tsuganus","Archipini","Tortricinae","Tortricidae",1,NA
"1305","Archips xylosteana",NA,"Archips","xylosteana","Archipini","Tortricinae","Tortricidae",1,NA
"1306","Archirhoe associata",NA,"Archirhoe","associata","Hydriomenini","Larentiinae","Geometridae",1,NA
"1307","Archirhoe indefinata",NA,"Archirhoe","indefinata","Hydriomenini","Larentiinae","Geometridae",1,NA
"1308","Archirhoe multipunctata",NA,"Archirhoe","multipunctata","Hydriomenini","Larentiinae","Geometridae",1,NA
"1309","Archirhoe neomexicana",NA,"Archirhoe","neomexicana","Hydriomenini","Larentiinae","Geometridae",1,NA
"1310","Arcobara cavana",NA,"Arcobara","cavana","Sterrhini","Sterrhinae","Geometridae",1,NA
"1311","Arcobara multilineata",NA,"Arcobara","multilineata","Sterrhini","Sterrhinae","Geometridae",1,NA
"1312","Arcobara perlineata",NA,"Arcobara","perlineata","Sterrhini","Sterrhinae","Geometridae",1,NA
"1313","Arctia alpina",NA,"Arctia","alpina","Arctiini","Arctiinae","Erebidae",1,NA
"1314","Arctia brachyptera",NA,"Arctia","brachyptera","Arctiini","Arctiinae","Erebidae",1,NA
"1315","Arctia caja","Great Tiger Moth","Arctia","caja","Arctiini","Arctiinae","Erebidae",1,NA
"1316","Arctia lapponica",NA,"Arctia","lapponica","Arctiini","Arctiinae","Erebidae",1,NA
"1317","Arctia olschwangi",NA,"Arctia","olschwangi","Arctiini","Arctiinae","Erebidae",1,NA
"1318","Arctia opulenta","Tiger Moth","Arctia","opulenta","Arctiini","Arctiinae","Erebidae",1,NA
"1319","Arctia parthenos","St. Lawrence Tiger Moth","Arctia","parthenos","Arctiini","Arctiinae","Erebidae",1,NA
"1320","Arctia plantaginis","Wood Tiger Moth","Arctia","plantaginis","Arctiini","Arctiinae","Erebidae",1,NA
"1321","Arctia subnebulosa",NA,"Arctia","subnebulosa","Arctiini","Arctiinae","Erebidae",1,NA
"1322","Arctia virginalis","Ranchman's Tiger Moth","Arctia","virginalis","Arctiini","Arctiinae","Erebidae",1,NA
"1323","Arctia yarrowii",NA,"Arctia","yarrowii","Arctiini","Arctiinae","Erebidae",1,NA
"1324","Arctioptera cavillator",NA,"Arctioptera","cavillator",NA,"Pantheinae","Noctuidae",1,NA
"1325","Arcutelphusa talladega",NA,"Arcutelphusa","talladega","Litini","Gelechiinae","Gelechiidae",1,NA
"1326","Areniscythris brachypteris",NA,"Areniscythris","brachypteris",NA,"[Scythridinae]","Scythrididae",1,NA
"1327","Areniscythris whitesands",NA,"Areniscythris","whitesands",NA,"[Scythridinae]","Scythrididae",1,NA
"1328","Arenochroa flavalis",NA,"Arenochroa","flavalis",NA,"Pyraustinae","Crambidae",1,NA
"1329","Arequipa turbatella",NA,"Arequipa","turbatella","Crambini","Crambinae","Crambidae",1,NA
"1330","Argentostiria koebelei",NA,"Argentostiria","koebelei","Stiriini","Stiriinae","Noctuidae",1,NA
"1331","Argillophora furcilla",NA,"Argillophora","furcilla",NA,"Eustrotiinae","Noctuidae",1,NA
"1332","Argyractis drumalis",NA,"Argyractis","drumalis","Argyractini","Acentropinae","Crambidae",1,NA
"1333","Argyresthia abies",NA,"Argyresthia","abies",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1334","Argyresthia affinis",NA,"Argyresthia","affinis",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1335","Argyresthia alternatella",NA,"Argyresthia","alternatella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1336","Argyresthia altissimella",NA,"Argyresthia","altissimella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1337","Argyresthia annettella",NA,"Argyresthia","annettella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1338","Argyresthia apicimaculella",NA,"Argyresthia","apicimaculella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1339","Argyresthia arceuthobiella",NA,"Argyresthia","arceuthobiella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1340","Argyresthia aureoargentella",NA,"Argyresthia","aureoargentella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1341","Argyresthia austerella",NA,"Argyresthia","austerella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1342","Argyresthia belangerella",NA,"Argyresthia","belangerella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1343","Argyresthia bolliella",NA,"Argyresthia","bolliella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1344","Argyresthia calliphanes",NA,"Argyresthia","calliphanes",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1345","Argyresthia canadensis",NA,"Argyresthia","canadensis",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1346","Argyresthia castaneella",NA,"Argyresthia","castaneella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1347","Argyresthia chalcochrysa",NA,"Argyresthia","chalcochrysa",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1348","Argyresthia columbia",NA,"Argyresthia","columbia",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1349","Argyresthia conjugella","Apple Fruit Moth","Argyresthia","conjugella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1350","Argyresthia cupressella",NA,"Argyresthia","cupressella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1351","Argyresthia deletella",NA,"Argyresthia","deletella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1352","Argyresthia eugeniella","Guava Fruit Moth","Argyresthia","eugeniella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1353","Argyresthia flexilis",NA,"Argyresthia","flexilis",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1354","Argyresthia franciscella",NA,"Argyresthia","franciscella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1355","Argyresthia freyella",NA,"Argyresthia","freyella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1356","Argyresthia furcatella",NA,"Argyresthia","furcatella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1357","Argyresthia goedartella","Bronze Alder Moth","Argyresthia","goedartella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1358","Argyresthia inscriptella",NA,"Argyresthia","inscriptella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1359","Argyresthia laricella","Larch Shoot Moth","Argyresthia","laricella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1360","Argyresthia libocedrella",NA,"Argyresthia","libocedrella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1361","Argyresthia luteella",NA,"Argyresthia","luteella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1362","Argyresthia mariana",NA,"Argyresthia","mariana",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1363","Argyresthia media",NA,"Argyresthia","media",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1364","Argyresthia mesocausta",NA,"Argyresthia","mesocausta",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1365","Argyresthia monochromella",NA,"Argyresthia","monochromella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1366","Argyresthia montella",NA,"Argyresthia","montella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1367","Argyresthia nymphocoma",NA,"Argyresthia","nymphocoma",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1368","Argyresthia oreasella","Cherry Shoot Borer Moth","Argyresthia","oreasella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1369","Argyresthia pallidella",NA,"Argyresthia","pallidella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1370","Argyresthia pedmontella",NA,"Argyresthia","pedmontella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1371","Argyresthia picea",NA,"Argyresthia","picea",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1372","Argyresthia pilatella",NA,"Argyresthia","pilatella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1373","Argyresthia plicipunctella",NA,"Argyresthia","plicipunctella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1374","Argyresthia pruniella","Cherry Fruit Moth","Argyresthia","pruniella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1375","Argyresthia pseudotsuga",NA,"Argyresthia","pseudotsuga",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1376","Argyresthia pygmaeella",NA,"Argyresthia","pygmaeella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1377","Argyresthia quadristrigella",NA,"Argyresthia","quadristrigella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1378","Argyresthia quercicolella",NA,"Argyresthia","quercicolella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1379","Argyresthia rileiella",NA,"Argyresthia","rileiella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1380","Argyresthia ruidosa",NA,"Argyresthia","ruidosa",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1381","Argyresthia subreticulata","Speckled Argyresthia Moth","Argyresthia","subreticulata",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1382","Argyresthia thoracella",NA,"Argyresthia","thoracella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1383","Argyresthia thuiella","Arborvitae Leafminer Moth","Argyresthia","thuiella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1384","Argyresthia trifasciae",NA,"Argyresthia","trifasciae",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1385","Argyresthia tsuga",NA,"Argyresthia","tsuga",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1386","Argyresthia undulatella",NA,"Argyresthia","undulatella",NA,"[Argyresthiinae]","Argyresthiidae",1,NA
"1387","Argyria auratella","Curve-lined Argyria Moth","Argyria","auratella","Argyriini","Crambinae","Crambidae",1,NA
"1388","Argyria centrifugens",NA,"Argyria","centrifugens",NA,NA,NA,1,NA
"1389","Argyria critica","Straight-lined Argyria Moth","Argyria","critica","Argyriini","Crambinae","Crambidae",1,NA
"1390","Argyria lacteella","Milky Urola Moth","Argyria","lacteella","Argyriini","Crambinae","Crambidae",1,NA
"1391","Argyria nummulalis",NA,"Argyria","nummulalis","Argyriini","Crambinae","Crambidae",1,NA
"1392","Argyria rufisignella","Mother-of-pearl Moth","Argyria","rufisignella","Argyriini","Crambinae","Crambidae",1,NA
"1393","Argyria subaenescens",NA,"Argyria","subaenescens","Argyriini","Crambinae","Crambidae",1,NA
"1394","Argyria tripsacas",NA,"Argyria","tripsacas","Argyriini","Crambinae","Crambidae",1,NA
"1395","Argyrogramma verruca","Golden Looper Moth","Argyrogramma","verruca","Argyrogrammatini","Plusiinae","Noctuidae",1,NA
"1396","Argyrolacia bifida",NA,"Argyrolacia","bifida","Litini","Gelechiinae","Gelechiidae",1,NA
"1397","Argyroploce aquilonana",NA,"Argyroploce","aquilonana","Olethreutini","Olethreutinae","Tortricidae",1,NA
"1398","Argyroploce externa",NA,"Argyroploce","externa","Olethreutini","Olethreutinae","Tortricidae",1,NA
"1399","Argyrostrotis anilis","Short-lined Chocolate Moth","Argyrostrotis","anilis","Poaphilini","Erebinae","Erebidae",1,NA
"1400","Argyrostrotis deleta",NA,"Argyrostrotis","deleta","Poaphilini","Erebinae","Erebidae",1,NA
"1401","Argyrostrotis erasa","Erasa Chocolate Moth","Argyrostrotis","erasa","Poaphilini","Erebinae","Erebidae",1,NA
"1402","Argyrostrotis flavistriaria","Yellow-lined Chocolate Moth","Argyrostrotis","flavistriaria","Poaphilini","Erebinae","Erebidae",1,NA
"1403","Argyrostrotis quadrifilaris","Four-Lined Chocolate Moth","Argyrostrotis","quadrifilaris","Poaphilini","Erebinae","Erebidae",1,NA
"1404","Argyrostrotis sylvarum","Woodland Chocolate Moth","Argyrostrotis","sylvarum","Poaphilini","Erebinae","Erebidae",1,NA
"1405","Argyrotaenia alisellana","White-spotted Leafroller Moth","Argyrotaenia","alisellana","Archipini","Tortricinae","Tortricidae",1,NA
"1406","Argyrotaenia amatana","Pondapple Leafroller Moth","Argyrotaenia","amatana","Archipini","Tortricinae","Tortricidae",1,NA
"1407","Argyrotaenia bialbistriata",NA,"Argyrotaenia","bialbistriata","Archipini","Tortricinae","Tortricidae",1,NA
"1408","Argyrotaenia burnsorum",NA,"Argyrotaenia","burnsorum","Archipini","Tortricinae","Tortricidae",1,NA
"1409","Argyrotaenia burroughsi",NA,"Argyrotaenia","burroughsi","Archipini","Tortricinae","Tortricidae",1,NA
"1410","Argyrotaenia coconinana",NA,"Argyrotaenia","coconinana","Archipini","Tortricinae","Tortricidae",1,NA
"1411","Argyrotaenia coloradanus",NA,"Argyrotaenia","coloradanus","Archipini","Tortricinae","Tortricidae",1,NA
"1412","Argyrotaenia cupressae",NA,"Argyrotaenia","cupressae","Archipini","Tortricinae","Tortricidae",1,NA
"1413","Argyrotaenia dorsalana",NA,"Argyrotaenia","dorsalana","Archipini","Tortricinae","Tortricidae",1,NA
"1414","Argyrotaenia floridana",NA,"Argyrotaenia","floridana","Archipini","Tortricinae","Tortricidae",1,NA
"1415","Argyrotaenia franciscana","Orange Tortrix Moth","Argyrotaenia","franciscana","Archipini","Tortricinae","Tortricidae",1,NA
"1416","Argyrotaenia gogana",NA,"Argyrotaenia","gogana","Archipini","Tortricinae","Tortricidae",1,NA
"1417","Argyrotaenia graceana",NA,"Argyrotaenia","graceana","Archipini","Tortricinae","Tortricidae",1,NA
"1418","Argyrotaenia hodgesi",NA,"Argyrotaenia","hodgesi","Archipini","Tortricinae","Tortricidae",1,NA
"1419","Argyrotaenia isolatissima",NA,"Argyrotaenia","isolatissima","Archipini","Tortricinae","Tortricidae",1,NA
"1420","Argyrotaenia ivana","Ivana Leafroller Moth","Argyrotaenia","ivana","Archipini","Tortricinae","Tortricidae",1,NA
"1421","Argyrotaenia juglandana","Hickory Leafroller Moth","Argyrotaenia","juglandana","Archipini","Tortricinae","Tortricidae",1,NA
"1422","Argyrotaenia kimballi","Kimball's Leafroller Moth","Argyrotaenia","kimballi","Archipini","Tortricinae","Tortricidae",1,NA
"1423","Argyrotaenia klotsi",NA,"Argyrotaenia","klotsi","Archipini","Tortricinae","Tortricidae",1,NA
"1424","Argyrotaenia lautana",NA,"Argyrotaenia","lautana","Archipini","Tortricinae","Tortricidae",1,NA
"1425","Argyrotaenia lignitaenia",NA,"Argyrotaenia","lignitaenia","Archipini","Tortricinae","Tortricidae",1,NA
"1426","Argyrotaenia mariana","Gray-banded Leafroller Moth","Argyrotaenia","mariana","Archipini","Tortricinae","Tortricidae",1,NA
"1427","Argyrotaenia martini",NA,"Argyrotaenia","martini","Archipini","Tortricinae","Tortricidae",1,NA
"1428","Argyrotaenia montezumae",NA,"Argyrotaenia","montezumae","Archipini","Tortricinae","Tortricidae",1,NA
"1429","Argyrotaenia niscana",NA,"Argyrotaenia","niscana","Archipini","Tortricinae","Tortricidae",1,NA
"1430","Argyrotaenia occultana","Fall Spruce Needle Moth","Argyrotaenia","occultana","Archipini","Tortricinae","Tortricidae",1,NA
"1431","Argyrotaenia paiuteana",NA,"Argyrotaenia","paiuteana","Archipini","Tortricinae","Tortricidae",1,NA
"1432","Argyrotaenia pinatubana","Pine Tube Moth","Argyrotaenia","pinatubana","Archipini","Tortricinae","Tortricidae",1,NA
"1433","Argyrotaenia provana",NA,"Argyrotaenia","provana","Archipini","Tortricinae","Tortricidae",1,NA
"1434","Argyrotaenia quadrifasciana","Four-lined Leafroller Moth","Argyrotaenia","quadrifasciana","Archipini","Tortricinae","Tortricidae",1,NA
"1435","Argyrotaenia quercifoliana","Yellow-winged Oak Leafroller Moth","Argyrotaenia","quercifoliana","Archipini","Tortricinae","Tortricidae",1,NA
"1436","Argyrotaenia repertana",NA,"Argyrotaenia","repertana","Archipini","Tortricinae","Tortricidae",1,NA
"1437","Argyrotaenia spaldingiana",NA,"Argyrotaenia","spaldingiana","Archipini","Tortricinae","Tortricidae",1,NA
"1438","Argyrotaenia tabulana","Jack Pine Tube Moth","Argyrotaenia","tabulana","Archipini","Tortricinae","Tortricidae",1,NA
"1439","Argyrotaenia velutinana","Red-banded Leafroller Moth","Argyrotaenia","velutinana","Archipini","Tortricinae","Tortricidae",1,NA
"1440","Arispe cestalis",NA,"Arispe","cestalis","Pyralini","Pyralinae","Pyralidae",1,NA
"1441","Aristaria theroalis",NA,"Aristaria","theroalis",NA,"Herminiinae","Erebidae",1,NA
"1442","Aristotelia adceanotha",NA,"Aristotelia","adceanotha",NA,"Anomologinae","Gelechiidae",1,NA
"1443","Aristotelia adenostomae",NA,"Aristotelia","adenostomae",NA,"Anomologinae","Gelechiidae",1,NA
"1444","Aristotelia amelanchierella",NA,"Aristotelia","amelanchierella",NA,"Anomologinae","Gelechiidae",1,NA
"1445","Aristotelia aquosa",NA,"Aristotelia","aquosa",NA,"Anomologinae","Gelechiidae",1,NA
"1446","Aristotelia argentifera",NA,"Aristotelia","argentifera",NA,"Anomologinae","Gelechiidae",1,NA
"1447","Aristotelia bifasciella",NA,"Aristotelia","bifasciella",NA,"Anomologinae","Gelechiidae",1,NA
"1448","Aristotelia calens",NA,"Aristotelia","calens",NA,"Anomologinae","Gelechiidae",1,NA
"1449","Aristotelia callirrhoda",NA,"Aristotelia","callirrhoda",NA,"Anomologinae","Gelechiidae",1,NA
"1450","Aristotelia corallina",NA,"Aristotelia","corallina",NA,"Anomologinae","Gelechiidae",1,NA
"1451","Aristotelia devexella",NA,"Aristotelia","devexella",NA,"Anomologinae","Gelechiidae",1,NA
"1452","Aristotelia eldorada",NA,"Aristotelia","eldorada",NA,"Anomologinae","Gelechiidae",1,NA
"1453","Aristotelia elegantella","Elegant Aristotelia Moth","Aristotelia","elegantella",NA,"Anomologinae","Gelechiidae",1,NA
"1454","Aristotelia eumeris",NA,"Aristotelia","eumeris",NA,"Anomologinae","Gelechiidae",1,NA
"1455","Aristotelia fungivorella",NA,"Aristotelia","fungivorella",NA,"Anomologinae","Gelechiidae",1,NA
"1456","Aristotelia hexacopa",NA,"Aristotelia","hexacopa",NA,"Anomologinae","Gelechiidae",1,NA
"1457","Aristotelia howardi",NA,"Aristotelia","howardi",NA,"Anomologinae","Gelechiidae",1,NA
"1458","Aristotelia iospora",NA,"Aristotelia","iospora",NA,"Anomologinae","Gelechiidae",1,NA
"1459","Aristotelia isopelta",NA,"Aristotelia","isopelta",NA,"Anomologinae","Gelechiidae",1,NA
"1460","Aristotelia ivae",NA,"Aristotelia","ivae",NA,"Anomologinae","Gelechiidae",1,NA
"1461","Aristotelia lespedezae",NA,"Aristotelia","lespedezae",NA,"Anomologinae","Gelechiidae",1,NA
"1462","Aristotelia lindanella",NA,"Aristotelia","lindanella",NA,"Anomologinae","Gelechiidae",1,NA
"1463","Aristotelia melanaphra",NA,"Aristotelia","melanaphra",NA,"Anomologinae","Gelechiidae",1,NA
"1464","Aristotelia molestella",NA,"Aristotelia","molestella",NA,"Anomologinae","Gelechiidae",1,NA
"1465","Aristotelia monilella",NA,"Aristotelia","monilella",NA,"Anomologinae","Gelechiidae",1,NA
"1466","Aristotelia ochroxysta",NA,"Aristotelia","ochroxysta",NA,"Anomologinae","Gelechiidae",1,NA
"1467","Aristotelia planitia",NA,"Aristotelia","planitia",NA,"Anomologinae","Gelechiidae",1,NA
"1468","Aristotelia primipilana",NA,"Aristotelia","primipilana",NA,"Anomologinae","Gelechiidae",1,NA
"1469","Aristotelia psoraleae",NA,"Aristotelia","psoraleae",NA,"Anomologinae","Gelechiidae",1,NA
"1470","Aristotelia pudibundella",NA,"Aristotelia","pudibundella",NA,"Anomologinae","Gelechiidae",1,NA
"1471","Aristotelia rhamnina",NA,"Aristotelia","rhamnina",NA,"Anomologinae","Gelechiidae",1,NA
"1472","Aristotelia rhoisella",NA,"Aristotelia","rhoisella",NA,"Anomologinae","Gelechiidae",1,NA
"1473","Aristotelia roseosuffusella",NA,"Aristotelia","roseosuffusella",NA,"Anomologinae","Gelechiidae",1,NA
"1474","Aristotelia rubidella",NA,"Aristotelia","rubidella",NA,"Anomologinae","Gelechiidae",1,NA
"1475","Aristotelia salicifungiella",NA,"Aristotelia","salicifungiella",NA,"Anomologinae","Gelechiidae",1,NA
"1476","Aristotelia urbaurea",NA,"Aristotelia","urbaurea",NA,"Anomologinae","Gelechiidae",1,NA
"1477","Arivaca albicostella",NA,"Arivaca","albicostella","Peoriini","Phycitinae","Pyralidae",1,NA
"1478","Arivaca albidella",NA,"Arivaca","albidella","Peoriini","Phycitinae","Pyralidae",1,NA
"1479","Arivaca artella",NA,"Arivaca","artella","Peoriini","Phycitinae","Pyralidae",1,NA
"1480","Arivaca linella",NA,"Arivaca","linella","Peoriini","Phycitinae","Pyralidae",1,NA
"1481","Arivaca ostreella",NA,"Arivaca","ostreella","Peoriini","Phycitinae","Pyralidae",1,NA
"1482","Arivaca pimella",NA,"Arivaca","pimella","Peoriini","Phycitinae","Pyralidae",1,NA
"1483","Arivaca poohella",NA,"Arivaca","poohella","Peoriini","Phycitinae","Pyralidae",1,NA
"1484","Arla diversella",NA,"Arla","diversella","Gelechiini","Gelechiinae","Gelechiidae",1,NA
"1485","Arla tenuicornis",NA,"Arla","tenuicornis","Gelechiini","Gelechiinae","Gelechiidae",1,NA
"1486","Aroga acharnaea",NA,"Aroga","acharnaea","Gelechiini","Gelechiinae","Gelechiidae",1,NA
"1487","Aroga alleriella",NA,"Aroga","alleriella","Gelechiini","Gelechiinae","Gelechiidae",1,NA
"1488","Aroga argutiola",NA,"Aroga","argutiola","Gelechiini","Gelechiinae","Gelechiidae",1,NA
"1489","Aroga camptogramma",NA,"Aroga","camptogramma","Gelechiini","Gelechiinae","Gelechiidae",1,NA
